"","row","col","edge","index","group","group_label","type","Abkhaz-Adyge","Afro-Asiatic","Arawakan","Atlantic-Congo","Austroasiatic","Austronesian","Barbacoan","Boran","Cariban","Chibchan","Chocoan","Dogon","Dravidian","Guaicuruan","Hmong-Mien","Huitotoan","Indo-European","Mailuan","Matacoan","Mongolic","Nakh-Daghestanian","Nuclear Trans New Guinea","Nuclear-Macro-Je","Pama-Nyungan","Pano-Tacanan","Sino-Tibetan","Tai-Kadai","Timor-Alor-Pantar","Tucanoan","Tungusic","Tupian","Turkic","Uralic","West Bomberai"
"ANXIETY:RED","ANXIETY","RED",0.518515161251365,5,"emotion_color","Color-Emotion","between",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENVY:RED","ENVY","RED",0.522735778618195,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):RED","FEAR (FRIGHT)","RED",0.549995843559367,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
"GLOOMY:RED","GLOOMY","RED",0.640739140646076,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:RED","GRIEF","RED",0.542954810274907,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"HAPPY:RED","HAPPY","RED",0.577806531658745,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
"HATE:RED","HATE","RED",0.557336000008173,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"HOPE:RED","HOPE","RED",0.518887606077568,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"JOY:RED","JOY","RED",0.527548581852079,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:RED","LOVE","RED",0.562368622581099,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"PITY:RED","PITY","RED",0.503561665693033,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"PROUD:RED","PROUD","RED",0.532957953197516,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:RED","REGRET","RED",0.506234679723026,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:RED","SAD","RED",0.628484479492147,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:RED","SHAME","RED",0.698121244979675,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:RED","SURPRISED","RED",0.523186519001007,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:RED","WORRY","RED",0.571269229145237,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:RED","MERRY","RED",0.564633611652194,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:RED","DESIRE","RED",0.524070672162649,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:RED","GOOD","RED",0.655386819606438,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0
"LIKE:RED","LIKE","RED",0.534627809630648,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"BAD:RED","BAD","RED",0.592029792562287,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
"WANT:RED","WANT","RED",0.61706388841946,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
"TASTY:RED","TASTY","RED",0.550819722568077,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):RED","TASTE (SOMETHING)","RED",0.55113389001848,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0
"SWEET:RED","SWEET","RED",0.591553011656597,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"SALT:RED","SALT","RED",0.617753524006351,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0
"SALTY:RED","SALTY","RED",0.6500900822763,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"SOUR:RED","SOUR","RED",0.639933750832493,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"BITTER:RED","BITTER","RED",0.653150967673872,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"SPICY:RED","SPICY","RED",0.519248001789339,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ROTTEN:RED","ROTTEN","RED",0.655535435570646,6,"taste_color","Taste-Color","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
"FRESH:RED","FRESH","RED",0.565980382580355,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAW:RED","RAW","RED",0.686991116633161,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0
"RIPE:RED","RIPE","RED",0.887283111804052,6,"taste_color","Taste-Color","between",0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0
"COOKED:RED","COOKED","RED",0.771699353499284,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"UNRIPE:RED","UNRIPE","RED",0.648831761689558,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
"BLACK:RED","BLACK","RED",0.701191013465746,3,"color","Color","within",0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0
"WHITE:RED","WHITE","RED",0.73392820352962,3,"color","Color","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0
"ANGER:BLUE","ANGER","BLUE",0.531475336425426,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"ANXIETY:BLUE","ANXIETY","BLUE",0.442701125594878,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENVY:BLUE","ENVY","BLUE",0.478717111716279,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):BLUE","FEAR (FRIGHT)","BLUE",0.470963813394135,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"GLOOMY:BLUE","GLOOMY","BLUE",0.686882568314013,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:BLUE","GRIEF","BLUE",0.500550227547346,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"HAPPY:BLUE","HAPPY","BLUE",0.505457769318766,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"HATE:BLUE","HATE","BLUE",0.54095882913858,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:BLUE","HOPE","BLUE",0.486081768123582,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"JOY:BLUE","JOY","BLUE",0.416330464577461,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:BLUE","LOVE","BLUE",0.549074124982926,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:BLUE","PITY","BLUE",0.477381856929566,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"PROUD:BLUE","PROUD","BLUE",0.474805715945022,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:BLUE","REGRET","BLUE",0.511918613839687,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:BLUE","SAD","BLUE",0.483300363095479,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:BLUE","SHAME","BLUE",0.499862896458802,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"SURPRISED:BLUE","SURPRISED","BLUE",0.516268160628396,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:BLUE","WORRY","BLUE",0.419833952836498,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:BLUE","MERRY","BLUE",0.478380063384613,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:BLUE","DESIRE","BLUE",0.512306432502102,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:BLUE","GOOD","BLUE",0.623221474584945,5,"emotion_color","Color-Emotion","between",0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0
"LIKE:BLUE","LIKE","BLUE",0.496939868116732,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BAD:BLUE","BAD","BLUE",0.622431708079282,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"WANT:BLUE","WANT","BLUE",0.557596074366584,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"TASTY:BLUE","TASTY","BLUE",0.514527083807431,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):BLUE","TASTE (SOMETHING)","BLUE",0.514959564770524,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"SWEET:BLUE","SWEET","BLUE",0.549104491367027,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"SALT:BLUE","SALT","BLUE",0.537765011410535,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"SALTY:BLUE","SALTY","BLUE",0.51351746961994,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"SOUR:BLUE","SOUR","BLUE",0.577052065078114,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"BITTER:BLUE","BITTER","BLUE",0.558056462324474,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
"SPICY:BLUE","SPICY","BLUE",0.479044077271564,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ROTTEN:BLUE","ROTTEN","BLUE",0.587078905754148,6,"taste_color","Taste-Color","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
"FRESH:BLUE","FRESH","BLUE",0.599011824433559,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAW:BLUE","RAW","BLUE",0.830044814335217,6,"taste_color","Taste-Color","between",0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0
"RIPE:BLUE","RIPE","BLUE",0.681764896153307,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"COOKED:BLUE","COOKED","BLUE",0.592270887603579,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"UNRIPE:BLUE","UNRIPE","BLUE",0.908601493027235,6,"taste_color","Taste-Color","between",0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
"BLACK:BLUE","BLACK","BLUE",0.818253679652124,3,"color","Color","within",0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"WHITE:BLUE","WHITE","BLUE",0.6644108377168,3,"color","Color","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"RED:BLUE","RED","BLUE",0.706685149762308,3,"color","Color","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0
"ANGER:YELLOW","ANGER","YELLOW",0.554178496482249,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"ANXIETY:YELLOW","ANXIETY","YELLOW",0.45765537674433,5,"emotion_color","Color-Emotion","between",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENVY:YELLOW","ENVY","YELLOW",0.468478580226593,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):YELLOW","FEAR (FRIGHT)","YELLOW",0.482848239785336,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"GLOOMY:YELLOW","GLOOMY","YELLOW",0.547154470616359,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:YELLOW","GRIEF","YELLOW",0.4803297095769,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"HAPPY:YELLOW","HAPPY","YELLOW",0.568359871416835,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
"HATE:YELLOW","HATE","YELLOW",0.498532849053581,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"HOPE:YELLOW","HOPE","YELLOW",0.472175940737177,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"JOY:YELLOW","JOY","YELLOW",0.485852354428042,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:YELLOW","LOVE","YELLOW",0.554641507238083,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:YELLOW","PITY","YELLOW",0.455248151603266,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:YELLOW","PROUD","YELLOW",0.458850065418064,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:YELLOW","REGRET","YELLOW",0.488422676215751,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:YELLOW","SAD","YELLOW",0.561135617378166,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:YELLOW","SHAME","YELLOW",0.552888255443521,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:YELLOW","SURPRISED","YELLOW",0.45967346967544,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:YELLOW","WORRY","YELLOW",0.504240685613622,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:YELLOW","MERRY","YELLOW",0.512085284611126,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:YELLOW","DESIRE","YELLOW",0.474887378337452,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:YELLOW","GOOD","YELLOW",0.62322902343736,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0
"LIKE:YELLOW","LIKE","YELLOW",0.549574831777077,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BAD:YELLOW","BAD","YELLOW",0.554394274134768,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"WANT:YELLOW","WANT","YELLOW",0.563431201623362,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"TASTY:YELLOW","TASTY","YELLOW",0.508042124060271,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):YELLOW","TASTE (SOMETHING)","YELLOW",0.507469012090202,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0
"SWEET:YELLOW","SWEET","YELLOW",0.560867323091727,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"SALT:YELLOW","SALT","YELLOW",0.567060302299538,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"SALTY:YELLOW","SALTY","YELLOW",0.569780221446991,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"SOUR:YELLOW","SOUR","YELLOW",0.637302948660121,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"BITTER:YELLOW","BITTER","YELLOW",0.636450663161793,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"SPICY:YELLOW","SPICY","YELLOW",0.466872835428689,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ROTTEN:YELLOW","ROTTEN","YELLOW",0.567287442777755,6,"taste_color","Taste-Color","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0
"FRESH:YELLOW","FRESH","YELLOW",0.563713027667645,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAW:YELLOW","RAW","YELLOW",0.716616879176129,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0
"RIPE:YELLOW","RIPE","YELLOW",0.839025378104979,6,"taste_color","Taste-Color","between",0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0
"COOKED:YELLOW","COOKED","YELLOW",0.720658060131389,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"UNRIPE:YELLOW","UNRIPE","YELLOW",0.766464945401775,6,"taste_color","Taste-Color","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"BLACK:YELLOW","BLACK","YELLOW",0.716645343286062,3,"color","Color","within",0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0
